A  	Element	Z  	N  	Energy  	JPi           	Mass Exc            	Unc       	T1/2 (txt)               	T1/2 (seconds)           	Abund.    	Unc     	Dec Mode	Branching (%) 
17 	Ne     	10 	7  	0.0000  	1/2-          	16.5004             	4.0E-4    	109.2 MS 0.6             	0.109                    	          	        	EA      	            
17 	Ne     	10 	7  	0.0000  	1/2-          	16.5004             	4.0E-4    	109.2 MS 0.6             	0.109                    	          	        	EC      	100.00      
17 	Ne     	10 	7  	0.0000  	1/2-          	16.5004             	4.0E-4    	109.2 MS 0.6             	0.109                    	          	        	EP      	100.00      
18 	Ne     	10 	8  	0.0000  	0+            	5.3176              	4.0E-4    	1.6670 S 0.0017          	1.667                    	          	        	EC      	100.00      
19 	Ne     	10 	9  	0.0000  	1/2+          	1.75205             	1.6E-4    	17.22 S 0.02             	17.22                    	          	        	EC      	100.00      
20 	Ne     	10 	10 	0.0000  	0+            	-7.0419307          	1.6E-6    	STABLE                   	infinity                 	90.48%    	0.03    	        	            
21 	Ne     	10 	11 	0.0000  	3/2+          	-5.73178            	4.0E-5    	STABLE                   	infinity                 	0.27%     	0.01    	        	            
22 	Ne     	10 	12 	0.0000  	0+            	-8.024719           	1.8E-5    	STABLE                   	infinity                 	9.25%     	0.03    	        	            
23 	Ne     	10 	13 	0.0000  	5/2+          	-5.15405            	1.0E-4    	37.24 S 0.12             	37.24                    	          	        	B-      	100.00      
24 	Ne     	10 	14 	0.0000  	0+            	-5.9516             	5.0E-4    	3.38 M 0.02              	202.8                    	          	        	B-      	100.00      
25 	Ne     	10 	15 	0.0000  	1/2+          	-2.04               	0.03      	602 MS 8                 	0.602                    	          	        	B-      	100.00      
26 	Ne     	10 	16 	0.0000  	0+            	0.481               	0.018     	197 MS 2                 	0.197                    	          	        	B-      	100.00      
26 	Ne     	10 	16 	0.0000  	0+            	0.481               	0.018     	197 MS 2                 	0.197                    	          	        	BN      	0.13        
27 	Ne     	10 	17 	0.0000  	(3/2+)        	7.05                	0.09      	31.5 MS 1.3              	0.0315                   	          	        	B-      	100.00      
27 	Ne     	10 	17 	0.0000  	(3/2+)        	7.05                	0.09      	31.5 MS 1.3              	0.0315                   	          	        	BN      	2.00        
27 	Ne     	10 	17 	0.0000  	(3/2+)        	7.05                	0.09      	31.5 MS 1.3              	0.0315                   	          	        	B2N     	?           
28 	Ne     	10 	18 	0.0000  	0+            	11.3                	0.13      	20 MS 1                  	0.02                     	          	        	B-      	100.00      
28 	Ne     	10 	18 	0.0000  	0+            	11.3                	0.13      	20 MS 1                  	0.02                     	          	        	BN      	12.00       
28 	Ne     	10 	18 	0.0000  	0+            	11.3                	0.13      	20 MS 1                  	0.02                     	          	        	B2N     	3.70        
29 	Ne     	10 	19 	0.0000  	(3/2+)        	18.4                	0.15      	15 MS 3                  	0.015                    	          	        	BN      	28.00       
29 	Ne     	10 	19 	0.0000  	(3/2+)        	18.4                	0.15      	15 MS 3                  	0.015                    	          	        	B2N     	4.00        
29 	Ne     	10 	19 	0.0000  	(3/2+)        	18.4                	0.15      	15 MS 3                  	0.015                    	          	        	B-      	100.00      
29 	Ne     	10 	19 	0.0000  	(3/2+)        	18.4                	0.15      	15 MS 3                  	0.015                    	          	        	B3N     	?           
30 	Ne     	10 	20 	0.0000  	0+            	23.3                	0.3       	7.39 MS 0.11             	0.00739                  	          	        	B2N     	8.90        
30 	Ne     	10 	20 	0.0000  	0+            	23.3                	0.3       	7.39 MS 0.11             	0.00739                  	          	        	B3N     	?           
30 	Ne     	10 	20 	0.0000  	0+            	23.3                	0.3       	7.39 MS 0.11             	0.00739                  	          	        	B-      	100.00      
30 	Ne     	10 	20 	0.0000  	0+            	23.3                	0.3       	7.39 MS 0.11             	0.00739                  	          	        	BN      	12.60       
31 	Ne     	10 	21 	0.0000  	(3/2-)        	31.2                	0.3       	3.4 MS 0.8               	0.0034                   	          	        	B-      	100.00      
31 	Ne     	10 	21 	0.0000  	(3/2-)        	31.2                	0.3       	3.4 MS 0.8               	0.0034                   	          	        	BN      	?           
32 	Ne     	10 	22 	0.0000  	0+            	37.0                	0.5       	3.5 MS 0.9               	0.0035                   	          	        	B-      	100.00      
32 	Ne     	10 	22 	0.0000  	0+            	37.0                	0.5       	3.5 MS 0.9               	0.0035                   	          	        	BN      	?           
32 	Ne     	10 	22 	0.0000  	0+            	37.0                	0.5       	3.5 MS 0.9               	0.0035                   	          	        	B2N     	?           
32 	Ne     	10 	22 	0.0000  	0+            	37.0                	0.5       	3.5 MS 0.9               	0.0035                   	          	        	B3N     	?           
33 	Ne     	10 	23 	0.0000  	              	46.0                	0.6       	180 NS LT                	1.8E-7                   	          	        	N       	            
34 	Ne     	10 	24 	0.0000  	0+            	52.8                	0.5       	60 NS GT                 	6.000000000000001E-8     	          	        	B-      	100.00      
34 	Ne     	10 	24 	0.0000  	0+            	52.8                	0.5       	60 NS GT                 	6.000000000000001E-8     	          	        	BN      	?           
34 	Ne     	10 	24 	0.0000  	0+            	52.8                	0.5       	60 NS GT                 	6.000000000000001E-8     	          	        	B2N     	?           
34 	Ne     	10 	24 	0.0000  	0+            	52.8                	0.5       	60 NS GT                 	6.000000000000001E-8     	          	        	B3N     	?           
18 	Na     	11 	7  	0.0000  	1-            	25.04               	0.09      	1.3E-21 S 0.4E-21        	1.3E-21                  	          	        	P       	100.00      
19 	Na     	11 	8  	0.0000  	(5/2+)        	12.929              	0.011     	40 NS LT                 	4E-8                     	          	        	P       	            
20 	Na     	11 	9  	0.0000  	2+            	6.8506              	0.0011    	447.9 MS 2.3             	0.448                    	          	        	EC      	100.00      
20 	Na     	11 	9  	0.0000  	2+            	6.8506              	0.0011    	447.9 MS 2.3             	0.448                    	          	        	EA      	20.10       
21 	Na     	11 	10 	0.0000  	3/2+          	-2.18463            	1.0E-4    	22.49 S 0.04             	22.49                    	          	        	EC      	100.00      
22 	Na     	11 	11 	0.0000  	3+            	-5.18151            	1.7E-4    	2.6018 Y 0.0022          	8.211E7                  	          	        	EC      	100.00      
23 	Na     	11 	12 	0.0000  	3/2+          	-9.5298525          	1.8E-6    	STABLE                   	infinity                 	100%      	        	        	            
24 	Na     	11 	13 	0.0000  	4+            	-8.417901           	1.7E-5    	14.997 H 0.012           	53989.2                  	          	        	B-      	100.00      
24 	Na     	11 	13 	0.4722  	1+            	-7.945701           	1.7E-5    	20.18 MS 0.1             	0.0202                   	          	        	IT      	99.95       
24 	Na     	11 	13 	0.4722  	1+            	-7.945701           	1.7E-5    	20.18 MS 0.1             	0.0202                   	          	        	B-      	~ 0.05      
25 	Na     	11 	14 	0.0000  	5/2+          	-9.3578             	0.0012    	59.1 S 0.6               	59.1                     	          	        	B-      	100.00      
26 	Na     	11 	15 	0.0000  	3+            	-6.861              	0.004     	1.07128 S 2.5E-4         	1.0713                   	          	        	B-      	100.00      
27 	Na     	11 	16 	0.0000  	5/2+          	-5.518              	0.004     	301 MS 6                 	0.301                    	          	        	B-      	100.00      
27 	Na     	11 	16 	0.0000  	5/2+          	-5.518              	0.004     	301 MS 6                 	0.301                    	          	        	BN      	0.13        
